batch_id,experiment_id,model,sample_id,article_id,target_level,hit_target_final,round,accepted,reason,distance_to_target,best_distance_before,best_distance_after,distance_delta_vs_best_before,improved_this_round,fidelity_overall,fk,fre,ari,coleman_liau,gunning_fog,llm_errors_so_far
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l2,c75658c8-3f4b-44cb-9004-c0a73b512fee,2,false,1,true,accepted_better_distance,0.2255,0.3498,0.2255,-0.1243,true,0.8393,5.58,72.14,5.04,8.17,4.33,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l2,c75658c8-3f4b-44cb-9004-c0a73b512fee,2,false,2,false,rejected_not_better,0.2265,0.2255,0.2255,0.001,false,0.8473,9.06,52.8,8.85,11.72,6.23,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l2,c75658c8-3f4b-44cb-9004-c0a73b512fee,2,false,3,false,rejected_not_better,0.4879,0.2255,0.2255,0.2624,false,0.8473,9.91,46.36,9.8,13,6.5,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l2,c75658c8-3f4b-44cb-9004-c0a73b512fee,2,false,4,false,rejected_not_better,0.2949,0.2255,0.2255,0.0694,false,0.8473,9.62,51.91,9.57,11.81,6.88,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l2,c75658c8-3f4b-44cb-9004-c0a73b512fee,2,false,5,false,rejected_not_better,0.7776,0.2255,0.2255,0.5521,false,0.8454,11.24,41.09,11.29,13.74,7.94,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l4,869ab169-96a0-4a65-b5fd-dd101e549605,4,false,1,false,rejected_not_better,0.93,0.149,0.149,0.781,false,0.8636,16.86,5.9,17.11,19.53,12.23,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l4,869ab169-96a0-4a65-b5fd-dd101e549605,4,false,2,false,rejected_not_better,1.2075,0.149,0.149,1.0585,false,0.8414,18.41,0.12,18.76,19.97,13.58,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l4,869ab169-96a0-4a65-b5fd-dd101e549605,4,false,3,false,rejected_not_better,1.062,0.149,0.149,0.913,false,0.8575,17.77,3.06,17.9,19.4,13.1,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l4,869ab169-96a0-4a65-b5fd-dd101e549605,4,false,4,false,rejected_not_better,0.8254,0.149,0.149,0.6764,false,0.8916,16.64,8.51,16.66,18.67,11.98,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test1_passage3_91iewj_to_l4,869ab169-96a0-4a65-b5fd-dd101e549605,4,false,5,false,rejected_not_better,0.9675,0.149,0.149,0.8185,false,0.8073,17.55,7.22,17.98,18.7,13.06,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l2,69c5bbc3-5a6b-4171-a8ca-ad39e3a663d7,2,false,1,true,accepted_better_distance,0.5564,0.7319,0.5564,-0.1755,true,0.7873,4.24,80.84,3.59,6.51,3.85,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l2,69c5bbc3-5a6b-4171-a8ca-ad39e3a663d7,2,false,2,true,accepted_better_distance,0.17,0.5564,0.17,-0.3864,true,0.8077,9.37,56.51,9.63,11.1,7.34,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l2,69c5bbc3-5a6b-4171-a8ca-ad39e3a663d7,2,false,3,false,rejected_not_better,0.3399,0.17,0.17,0.1699,false,0.777,4.97,79.08,4.7,7.25,4.65,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l2,69c5bbc3-5a6b-4171-a8ca-ad39e3a663d7,2,false,4,false,rejected_not_better,0.3731,0.17,0.17,0.2031,false,0.7975,4.82,78.42,4.41,7.24,4.4,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l2,69c5bbc3-5a6b-4171-a8ca-ad39e3a663d7,2,false,5,false,rejected_not_better,0.3666,0.17,0.17,0.1966,false,0.7668,4.89,78.16,4.5,7.31,4.23,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l4,6a663bff-ae05-48c6-a553-8f7bfedf7f7e,4,false,1,false,rejected_not_better,0.8818,0.0284,0.0284,0.8534,false,0.7768,17.23,9.79,17.7,18.28,13.39,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l4,6a663bff-ae05-48c6-a553-8f7bfedf7f7e,4,false,2,false,rejected_not_better,0.6723,0.0284,0.0284,0.6439,false,0.8277,16.19,14.91,16.68,17.71,12.32,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l4,6a663bff-ae05-48c6-a553-8f7bfedf7f7e,4,false,3,false,rejected_not_better,0.7727,0.0284,0.0284,0.7443,false,0.847,16.43,12.28,17.07,18.49,12.46,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l4,6a663bff-ae05-48c6-a553-8f7bfedf7f7e,4,false,4,false,rejected_not_better,0.6861,0.0284,0.0284,0.6577,false,0.8877,16.16,14.23,16.63,17.94,11.87,0
adj_q_small_20260227_153740,ch5_small_adjust_questions_20260227_153740,google/gemini-3-flash-preview,ielts_13_test2_passage1_21iffj_to_l4,6a663bff-ae05-48c6-a553-8f7bfedf7f7e,4,false,5,false,rejected_not_better,0.7778,0.0284,0.0284,0.7494,false,0.7868,16.69,12.15,17.14,18.04,12.62,0
